goterms	description	ontology	search_term
GO:0002560	basophil mediated immunity	biological_process	adaptive%20immunity
GO:0090714	innate immunity memory response	biological_process	adaptive%20immunity
GO:0002444	myeloid leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002448	mast cell mediated immunity	biological_process	adaptive%20immunity
GO:0002456	T cell mediated immunity	biological_process	adaptive%20immunity
GO:0019724	B cell mediated immunity	biological_process	adaptive%20immunity
GO:0034599	cellular response to oxidative stress	biological_process	adaptive%20immunity
GO:0002228	natural killer cell mediated immunity	biological_process	adaptive%20immunity
GO:0002703	regulation of leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002706	regulation of lymphocyte mediated immunity	biological_process	adaptive%20immunity
GO:1900407	regulation of cellular response to oxidative stress	biological_process	adaptive%20immunity
GO:1905680	regulation of innate immunity memory response	biological_process	adaptive%20immunity
GO:0002712	regulation of B cell mediated immunity	biological_process	adaptive%20immunity
GO:0002704	negative regulation of leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002705	positive regulation of leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002707	negative regulation of lymphocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002708	positive regulation of lymphocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002709	regulation of T cell mediated immunity	biological_process	adaptive%20immunity
GO:0002886	regulation of myeloid leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:1905682	positive regulation of innate immunity memory response	biological_process	adaptive%20immunity
GO:1905681	negative regulation of innate immunity memory response	biological_process	adaptive%20immunity
GO:0051214	RNAi-mediated antiviral immunity against RNA virus	biological_process	adaptive%20immunity
GO:0051215	RNAi-mediated antiviral immunity against DNA virus	biological_process	adaptive%20immunity
GO:0002710	negative regulation of T cell mediated immunity	biological_process	adaptive%20immunity
GO:0002711	positive regulation of T cell mediated immunity	biological_process	adaptive%20immunity
GO:0002713	negative regulation of B cell mediated immunity	biological_process	adaptive%20immunity
GO:0002714	positive regulation of B cell mediated immunity	biological_process	adaptive%20immunity
GO:0002715	regulation of natural killer cell mediated immunity	biological_process	adaptive%20immunity
GO:0002887	negative regulation of myeloid leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002888	positive regulation of myeloid leukocyte mediated immunity	biological_process	adaptive%20immunity
GO:0002716	negative regulation of natural killer cell mediated immunity	biological_process	adaptive%20immunity
GO:0002717	positive regulation of natural killer cell mediated immunity	biological_process	adaptive%20immunity
GO:0052034	effector-mediated suppression of host pattern-triggered immunity	biological_process	adaptive%20immunity
GO:0140423	effector-mediated suppression of host pattern-triggered immunity signaling	biological_process	adaptive%20immunity
GO:0140426	pathogen-associated molecular pattern receptor signaling pathway	biological_process	adaptive%20immunity
GO:1900409	positive regulation of cellular response to oxidative stress	biological_process	adaptive%20immunity
GO:1900408	negative regulation of cellular response to oxidative stress	biological_process	adaptive%20immunity
GO:0080185	effector-mediated activation of plant hypersensitive response by symbiont	biological_process	adaptive%20immunity
GO:0002494	lipid antigen transport	biological_process	antigen
GO:0050823	peptide antigen stabilization	biological_process	antigen
GO:0046968	peptide antigen transport	biological_process	antigen
GO:0046375	K antigen metabolic process	biological_process	antigen
GO:0020033	antigenic variation	biological_process	antigen
GO:0046402	O antigen metabolic process	biological_process	antigen
GO:0009243	O antigen biosynthetic process	biological_process	antigen
GO:0009248	K antigen biosynthetic process	biological_process	antigen
GO:0019882	antigen processing and presentation	biological_process	antigen
GO:0046378	enterobacterial common antigen metabolic process	biological_process	antigen
GO:0019883	antigen processing and presentation of endogenous antigen	biological_process	antigen
GO:0019884	antigen processing and presentation of exogenous antigen	biological_process	antigen
GO:0009246	enterobacterial common antigen biosynthetic process	biological_process	antigen
GO:0002513	tolerance induction to self antigen	biological_process	antigen
GO:0002462	tolerance induction to nonself antigen	biological_process	antigen
GO:0002471	monocyte antigen processing and presentation	biological_process	antigen
GO:0002472	macrophage antigen processing and presentation	biological_process	antigen
GO:1901039	regulation of peptide antigen transport	biological_process	antigen
GO:0050851	antigen receptor-mediated signaling pathway	biological_process	antigen
GO:1990831	cellular response to carcinoembryonic antigen	biological_process	antigen
GO:0002450	B cell antigen processing and presentation	biological_process	antigen
GO:0002577	regulation of antigen processing and presentation	biological_process	antigen
GO:0002509	central tolerance induction to self antigen	biological_process	antigen
GO:0002750	antigen processing and presentation following macropinocytosis	biological_process	antigen
GO:0002746	antigen processing and presentation following pinocytosis	biological_process	antigen
GO:0002747	antigen processing and presentation following phagocytosis	biological_process	antigen
GO:0002463	central tolerance induction to nonself antigen	biological_process	antigen
GO:0002464	peripheral tolerance induction to nonself antigen	biological_process	antigen
GO:0002457	T cell antigen processing and presentation	biological_process	antigen
GO:0002466	peripheral tolerance induction to self antigen	biological_process	antigen
GO:0002468	dendritic cell antigen processing and presentation	biological_process	antigen
GO:1901040	negative regulation of peptide antigen transport	biological_process	antigen
GO:1901041	positive regulation of peptide antigen transport	biological_process	antigen
GO:0002483	antigen processing and presentation of endogenous peptide antigen	biological_process	antigen
GO:0002478	antigen processing and presentation of exogenous peptide antigen	biological_process	antigen
GO:0048002	antigen processing and presentation of peptide antigen	biological_process	antigen
GO:0002649	regulation of tolerance induction to self antigen	biological_process	antigen
GO:0002613	regulation of monocyte antigen processing and presentation	biological_process	antigen
GO:0002616	regulation of macrophage antigen processing and presentation	biological_process	antigen
GO:0002655	regulation of tolerance induction to nonself antigen	biological_process	antigen
GO:0002404	antigen sampling in mucosal-associated lymphoid tissue	biological_process	antigen
GO:0002578	negative regulation of antigen processing and presentation	biological_process	antigen
GO:0002579	positive regulation of antigen processing and presentation	biological_process	antigen
GO:0002501	peptide antigen assembly with MHC protein complex	biological_process	antigen
GO:0002496	proteolysis associated with antigen processing and presentation	biological_process	antigen
GO:0002470	plasmacytoid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002469	myeloid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0050854	regulation of antigen receptor-mediated signaling pathway	biological_process	antigen
GO:0002405	antigen sampling by dendritic cells in mucosal-associated lymphoid tissue	biological_process	antigen
GO:0002406	antigen sampling by M cells in mucosal-associated lymphoid tissue	biological_process	antigen
GO:0002583	regulation of antigen processing and presentation of peptide antigen	biological_process	antigen
GO:0002604	regulation of dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002650	negative regulation of tolerance induction to self antigen	biological_process	antigen
GO:0002651	positive regulation of tolerance induction to self antigen	biological_process	antigen
GO:0002614	negative regulation of monocyte antigen processing and presentation	biological_process	antigen
GO:0002615	positive regulation of monocyte antigen processing and presentation	biological_process	antigen
GO:0002617	negative regulation of macrophage antigen processing and presentation	biological_process	antigen
GO:0002618	positive regulation of macrophage antigen processing and presentation	biological_process	antigen
GO:0002622	regulation of B cell antigen processing and presentation	biological_process	antigen
GO:0002625	regulation of T cell antigen processing and presentation	biological_process	antigen
GO:0002656	negative regulation of tolerance induction to nonself antigen	biological_process	antigen
GO:0002657	positive regulation of tolerance induction to nonself antigen	biological_process	antigen
GO:0002421	B cell antigen processing and presentation following pinocytosis	biological_process	antigen
GO:0002751	antigen processing and presentation following receptor mediated endocytosis	biological_process	antigen
GO:0002497	proteasomal proteolysis associated with antigen processing and presentation	biological_process	antigen
GO:0002475	antigen processing and presentation via MHC class Ib	biological_process	antigen
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	biological_process	antigen
GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	biological_process	antigen
GO:0002500	proteolysis within lysosome associated with antigen processing and presentation	biological_process	antigen
GO:0002499	proteolysis within endosome associated with antigen processing and presentation	biological_process	antigen
GO:0002605	negative regulation of dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002606	positive regulation of dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002607	regulation of myeloid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002610	regulation of plasmacytoid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002623	negative regulation of B cell antigen processing and presentation	biological_process	antigen
GO:0002624	positive regulation of B cell antigen processing and presentation	biological_process	antigen
GO:0002626	negative regulation of T cell antigen processing and presentation	biological_process	antigen
GO:0002627	positive regulation of T cell antigen processing and presentation	biological_process	antigen
GO:0002628	regulation of proteolysis associated with antigen processing and presentation	biological_process	antigen
GO:0002502	peptide antigen assembly with MHC class I protein complex	biological_process	antigen
GO:0002503	peptide antigen assembly with MHC class II protein complex	biological_process	antigen
GO:0002492	peptide antigen assembly with MHC class Ib protein complex	biological_process	antigen
GO:0002493	lipid antigen assembly with MHC class Ib protein complex	biological_process	antigen
GO:0002473	non-professional antigen presenting cell antigen processing and presentation	biological_process	antigen
GO:0039588	symbiont-mediated suppression of host antigen processing and presentation	biological_process	antigen
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	biological_process	antigen
GO:0002505	antigen processing and presentation of polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	biological_process	antigen
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	biological_process	antigen
GO:0002608	negative regulation of myeloid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002609	positive regulation of myeloid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002611	negative regulation of plasmacytoid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002612	positive regulation of plasmacytoid dendritic cell antigen processing and presentation	biological_process	antigen
GO:0002630	positive regulation of proteolysis associated with antigen processing and presentation	biological_process	antigen
GO:0002629	negative regulation of proteolysis associated with antigen processing and presentation	biological_process	antigen
GO:0002412	antigen transcytosis by M cells in mucosal-associated lymphoid tissue	biological_process	antigen
GO:0002584	negative regulation of antigen processing and presentation of peptide antigen	biological_process	antigen
GO:0002585	positive regulation of antigen processing and presentation of peptide antigen	biological_process	antigen
GO:0002592	regulation of antigen processing and presentation via MHC class Ib	biological_process	antigen
GO:0002203	proteolysis by cytosolic proteases associated with antigen processing and presentation	biological_process	antigen
GO:0002498	proteolysis within endoplasmic reticulum associated with antigen processing and presentation	biological_process	antigen
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	biological_process	antigen
GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II	biological_process	antigen
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	biological_process	antigen
GO:0048003	antigen processing and presentation of lipid antigen via MHC class Ib	biological_process	antigen
GO:0048007	antigen processing and presentation, exogenous lipid antigen via MHC class Ib	biological_process	antigen
GO:0048006	antigen processing and presentation, endogenous lipid antigen via MHC class Ib	biological_process	antigen
GO:0002619	regulation of non-professional antigen presenting cell antigen processing and presentation	biological_process	antigen
GO:0002593	negative regulation of antigen processing and presentation via MHC class Ib	biological_process	antigen
GO:0002594	positive regulation of antigen processing and presentation via MHC class Ib	biological_process	antigen
GO:0002745	antigen processing and presentation initiated by receptor mediated uptake of antigen	biological_process	antigen
GO:0002620	negative regulation of non-professional antigen presenting cell antigen processing and presentation	biological_process	antigen
GO:0002621	positive regulation of non-professional antigen presenting cell antigen processing and presentation	biological_process	antigen
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	biological_process	antigen
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	biological_process	antigen
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	biological_process	antigen
GO:0036300	B cell receptor internalization	biological_process	antigen
GO:0002601	regulation of antigen processing and presentation of polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002598	regulation of antigen processing and presentation of lipid antigen via MHC class Ib	biological_process	antigen
GO:0002586	regulation of antigen processing and presentation of peptide antigen via MHC class II	biological_process	antigen
GO:0002595	regulation of antigen processing and presentation of peptide antigen via MHC class Ib	biological_process	antigen
GO:0002589	regulation of antigen processing and presentation of peptide antigen via MHC class I	biological_process	antigen
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002748	antigen processing and presentation initiated by pattern recognition receptor mediated uptake of antigen	biological_process	antigen
GO:0002600	positive regulation of antigen processing and presentation of lipid antigen via MHC class Ib	biological_process	antigen
GO:0002602	negative regulation of antigen processing and presentation of polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002603	positive regulation of antigen processing and presentation of polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002417	B cell antigen processing and presentation mediated by B cell receptor uptake of antigen	biological_process	antigen
GO:0002599	negative regulation of antigen processing and presentation of lipid antigen via MHC class Ib	biological_process	antigen
GO:0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	biological_process	antigen
GO:0002591	positive regulation of antigen processing and presentation of peptide antigen via MHC class I	biological_process	antigen
GO:0002596	negative regulation of antigen processing and presentation of peptide antigen via MHC class Ib	biological_process	antigen
GO:0002597	positive regulation of antigen processing and presentation of peptide antigen via MHC class Ib	biological_process	antigen
GO:0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II	biological_process	antigen
GO:0002588	positive regulation of antigen processing and presentation of peptide antigen via MHC class II	biological_process	antigen
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	biological_process	antigen
GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	biological_process	antigen
GO:0002482	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-independent	biological_process	antigen
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	biological_process	antigen
GO:1904282	regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	biological_process	antigen
GO:0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	biological_process	antigen
GO:0002487	antigen processing and presentation of endogenous peptide antigen via MHC class I via endolysosomal pathway	biological_process	antigen
GO:0002488	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway	biological_process	antigen
GO:1904284	positive regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	biological_process	antigen
GO:1904283	negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I	biological_process	antigen
GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	antigen
GO:0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	biological_process	antigen
GO:0039505	symbiont-mediated suppression of host antigen processing and presentation of peptide antigen via MHC class II	biological_process	antigen
GO:0046776	symbiont-mediated suppression of host antigen processing and presentation of peptide antigen via MHC class I	biological_process	antigen
GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent	biological_process	antigen
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	biological_process	antigen
GO:0002490	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-independent	biological_process	antigen
GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent	biological_process	antigen
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	biological_process	antigen
GO:2001188	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	biological_process	antigen
GO:0009242	colanic acid biosynthetic process	biological_process	antigen
GO:2001190	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	biological_process	antigen
GO:2001189	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	biological_process	antigen
GO:0032620	interleukin-17 production	biological_process	antigen
GO:1990117	B cell receptor apoptotic signaling pathway	biological_process	antigen
GO:0002437	inflammatory response to antigenic stimulus	biological_process	antigen
GO:0006924	activation-induced cell death of T cells	biological_process	antigen
GO:0032660	regulation of interleukin-17 production	biological_process	antigen
GO:0002438	acute inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002439	chronic inflammatory response to antigenic stimulus	biological_process	antigen
GO:0070235	regulation of activation-induced cell death of T cells	biological_process	antigen
GO:0002861	regulation of inflammatory response to antigenic stimulus	biological_process	antigen
GO:0071948	activation-induced B cell apoptotic process	biological_process	antigen
GO:0002874	regulation of chronic inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002862	negative regulation of inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002863	positive regulation of inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002864	regulation of acute inflammatory response to antigenic stimulus	biological_process	antigen
GO:0032700	negative regulation of interleukin-17 production	biological_process	antigen
GO:0002875	negative regulation of chronic inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002876	positive regulation of chronic inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002865	negative regulation of acute inflammatory response to antigenic stimulus	biological_process	antigen
GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	biological_process	antigen
GO:0032740	positive regulation of interleukin-17 production	biological_process	antigen
GO:0070236	negative regulation of activation-induced cell death of T cells	biological_process	antigen
GO:0070237	positive regulation of activation-induced cell death of T cells	biological_process	antigen
GO:0097194	execution phase of apoptosis	biological_process	apoptosis
GO:0097283	keratinocyte apoptotic process	biological_process	apoptosis
GO:0097284	hepatocyte apoptotic process	biological_process	apoptosis
GO:0097252	oligodendrocyte apoptotic process	biological_process	apoptosis
GO:1902489	hepatoblast apoptotic process	biological_process	apoptosis
GO:0070227	lymphocyte apoptotic process	biological_process	apoptosis
GO:0071887	leukocyte apoptotic process	biological_process	apoptosis
GO:0044346	fibroblast apoptotic process	biological_process	apoptosis
GO:1900117	regulation of execution phase of apoptosis	biological_process	apoptosis
GO:0052151	symbiont-mediated activation of host apoptosis	biological_process	apoptosis
GO:0052150	symbiont-mediated perturbation of host apoptosis	biological_process	apoptosis
GO:0033668	symbiont-mediated suppression of host apoptosis	biological_process	apoptosis
GO:0097152	mesenchymal cell apoptotic process	biological_process	apoptosis
GO:1902484	Sertoli cell apoptotic process	biological_process	apoptosis
GO:0097048	dendritic cell apoptotic process	biological_process	apoptosis
GO:0010657	muscle cell apoptotic process	biological_process	apoptosis
GO:1900119	positive regulation of execution phase of apoptosis	biological_process	apoptosis
GO:1900118	negative regulation of execution phase of apoptosis	biological_process	apoptosis
GO:0060785	regulation of apoptosis involved in tissue homeostasis	biological_process	apoptosis
GO:1902172	regulation of keratinocyte apoptotic process	biological_process	apoptosis
GO:1900141	regulation of oligodendrocyte apoptotic process	biological_process	apoptosis
GO:1903943	regulation of hepatocyte apoptotic process	biological_process	apoptosis
GO:0070228	regulation of lymphocyte apoptotic process	biological_process	apoptosis
GO:2000269	regulation of fibroblast apoptotic process	biological_process	apoptosis
GO:2000106	regulation of leukocyte apoptotic process	biological_process	apoptosis
GO:0033029	regulation of neutrophil apoptotic process	biological_process	apoptosis
GO:0160059	programmed cell death in response to retinoic acid	biological_process	apoptosis
GO:0010659	cardiac muscle cell apoptotic process	biological_process	apoptosis
GO:0010658	striated muscle cell apoptotic process	biological_process	apoptosis
GO:0006921	cellular component disassembly involved in execution phase of apoptosis	biological_process	apoptosis
GO:2000668	regulation of dendritic cell apoptotic process	biological_process	apoptosis
GO:0002902	regulation of B cell apoptotic process	biological_process	apoptosis
GO:2001053	regulation of mesenchymal cell apoptotic process	biological_process	apoptosis
GO:0034350	regulation of glial cell apoptotic process	biological_process	apoptosis
GO:0097049	motor neuron apoptotic process	biological_process	apoptosis
GO:2000270	negative regulation of fibroblast apoptotic process	biological_process	apoptosis
GO:2000271	positive regulation of fibroblast apoptotic process	biological_process	apoptosis
GO:2000108	positive regulation of leukocyte apoptotic process	biological_process	apoptosis
GO:2000107	negative regulation of leukocyte apoptotic process	biological_process	apoptosis
GO:0045477	regulation of nurse cell apoptotic process	biological_process	apoptosis
GO:0033032	regulation of myeloid cell apoptotic process	biological_process	apoptosis
GO:0033025	regulation of mast cell apoptotic process	biological_process	apoptosis
GO:0003278	apoptotic process involved in heart morphogenesis	biological_process	apoptosis
GO:0010660	regulation of muscle cell apoptotic process	biological_process	apoptosis
GO:2001270	regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	biological_process	apoptosis
GO:2001272	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	biological_process	apoptosis
GO:2001271	negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	biological_process	apoptosis
GO:2000670	positive regulation of dendritic cell apoptotic process	biological_process	apoptosis
GO:2000669	negative regulation of dendritic cell apoptotic process	biological_process	apoptosis
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	biological_process	apoptosis
GO:0002905	regulation of mature B cell apoptotic process	biological_process	apoptosis
GO:2001054	negative regulation of mesenchymal cell apoptotic process	biological_process	apoptosis
GO:2001055	positive regulation of mesenchymal cell apoptotic process	biological_process	apoptosis
GO:0070242	thymocyte apoptotic process	biological_process	apoptosis
GO:0060057	apoptotic process involved in mammary gland involution	biological_process	apoptosis
GO:0060663	apoptotic process involved in salivary gland cavitation	biological_process	apoptosis
GO:0060609	apoptotic process involved in tube lumen cavitation	biological_process	apoptosis
GO:0008627	intrinsic apoptotic signaling pathway in response to osmotic stress	biological_process	apoptosis
GO:0042981	regulation of apoptotic process	biological_process	apoptosis
GO:0003275	apoptotic process involved in outflow tract morphogenesis	biological_process	apoptosis
GO:0003276	apoptotic process involved in heart valve morphogenesis	biological_process	apoptosis
GO:0003277	apoptotic process involved in endocardial cushion morphogenesis	biological_process	apoptosis
GO:0061364	apoptotic process involved in luteolysis	biological_process	apoptosis
GO:0010656	negative regulation of muscle cell apoptotic process	biological_process	apoptosis
GO:0010665	regulation of cardiac muscle cell apoptotic process	biological_process	apoptosis
GO:0010662	regulation of striated muscle cell apoptotic process	biological_process	apoptosis
GO:0010661	positive regulation of muscle cell apoptotic process	biological_process	apoptosis
GO:0140208	apoptotic process in response to mitochondrial fragmentation	biological_process	apoptosis
GO:1902362	melanocyte apoptotic process	biological_process	apoptosis
GO:1900200	mesenchymal cell apoptotic process involved in metanephros development	biological_process	apoptosis
GO:0070246	natural killer cell apoptotic process	biological_process	apoptosis
GO:0033024	mast cell apoptotic process	biological_process	apoptosis
GO:0033028	myeloid cell apoptotic process	biological_process	apoptosis
GO:0043276	anoikis	biological_process	apoptosis
GO:0010666	positive regulation of cardiac muscle cell apoptotic process	biological_process	apoptosis
GO:0010663	positive regulation of striated muscle cell apoptotic process	biological_process	apoptosis
GO:0071888	macrophage apoptotic process	biological_process	apoptosis
GO:1904516	myofibroblast cell apoptotic process	biological_process	apoptosis
GO:0060885	clearance of cells from fusion plate by apoptotic process	biological_process	apoptosis
GO:1904019	epithelial cell apoptotic process	biological_process	apoptosis
GO:1902256	regulation of apoptotic process involved in outflow tract morphogenesis	biological_process	apoptosis
GO:0043653	mitochondrial fragmentation involved in apoptotic process	biological_process	apoptosis
GO:2000671	regulation of motor neuron apoptotic process	biological_process	apoptosis
GO:0097190	apoptotic signaling pathway	biological_process	apoptosis
GO:1900211	regulation of mesenchymal cell apoptotic process involved in metanephros development	biological_process	apoptosis
GO:0060058	positive regulation of apoptotic process involved in mammary gland involution	biological_process	apoptosis
GO:0030264	nuclear fragmentation involved in apoptotic nuclear change	biological_process	apoptosis
GO:0034391	regulation of smooth muscle cell apoptotic process	biological_process	apoptosis
GO:2001236	regulation of extrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0070243	regulation of thymocyte apoptotic process	biological_process	apoptosis
GO:0060561	apoptotic process involved in morphogenesis	biological_process	apoptosis
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	biological_process	apoptosis
GO:2000672	negative regulation of motor neuron apoptotic process	biological_process	apoptosis
GO:2000673	positive regulation of motor neuron apoptotic process	biological_process	apoptosis
GO:1990442	intrinsic apoptotic signaling pathway in response to nitrosative stress	biological_process	apoptosis
GO:2000209	regulation of anoikis	biological_process	apoptosis
GO:0070247	regulation of natural killer cell apoptotic process	biological_process	apoptosis
GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0008628	hormone-mediated apoptotic signaling pathway	biological_process	apoptosis
GO:0008626	granzyme-mediated apoptotic signaling pathway	biological_process	apoptosis
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	biological_process	apoptosis
GO:2000811	negative regulation of anoikis	biological_process	apoptosis
GO:2000210	positive regulation of anoikis	biological_process	apoptosis
GO:0097050	type B pancreatic cell apoptotic process	biological_process	apoptosis
GO:2000109	regulation of macrophage apoptotic process	biological_process	apoptosis
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	biological_process	apoptosis
GO:0071865	regulation of apoptotic process in bone marrow cell	biological_process	apoptosis
GO:1904700	granulosa cell apoptotic process	biological_process	apoptosis
GO:1904520	regulation of myofibroblast cell apoptotic process	biological_process	apoptosis
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	biological_process	apoptosis
GO:1904035	regulation of epithelial cell apoptotic process	biological_process	apoptosis
GO:1904606	fat cell apoptotic process	biological_process	apoptosis
GO:1902488	cholangiocyte apoptotic process	biological_process	apoptosis
GO:1905584	outer hair cell apoptotic process	biological_process	apoptosis
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	biological_process	apoptosis
GO:1902337	regulation of apoptotic process involved in morphogenesis	biological_process	apoptosis
GO:2000111	positive regulation of macrophage apoptotic process	biological_process	apoptosis
GO:2000110	negative regulation of macrophage apoptotic process	biological_process	apoptosis
GO:1902217	erythrocyte apoptotic process	biological_process	apoptosis
GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	biological_process	apoptosis
GO:1905258	regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	biological_process	apoptosis
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	biological_process	apoptosis
GO:2000674	regulation of type B pancreatic cell apoptotic process	biological_process	apoptosis
GO:0097193	intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:1904708	regulation of granulosa cell apoptotic process	biological_process	apoptosis
GO:1903210	podocyte apoptotic process	biological_process	apoptosis
GO:0070231	T cell apoptotic process	biological_process	apoptosis
GO:2001242	regulation of intrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0097191	extrinsic apoptotic signaling pathway	biological_process	apoptosis
GO:0036462	TRAIL-activated apoptotic signaling pathway	biological_process	apoptosis
GO:0012501	programmed cell death	biological_process	apoptosis
GO:1905585	regulation of outer hair cell apoptotic process	biological_process	apoptosis
GO:0072039	regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	biological_process	apoptosis
GO:1904192	regulation of cholangiocyte apoptotic process	biological_process	apoptosis
GO:2000675	negative regulation of type B pancreatic cell apoptotic process	biological_process	apoptosis
GO:2000676	positive regulation of type B pancreatic cell apoptotic process	biological_process	apoptosis
GO:1905288	vascular associated smooth muscle cell apoptotic process	biological_process	apoptosis
GO:0001781	neutrophil apoptotic process	biological_process	apoptosis
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	biological_process	apoptosis
GO:0061295	regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	biological_process	apoptosis
GO:0070229	negative regulation of lymphocyte apoptotic process	biological_process	apoptosis
GO:0072041	positive regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	biological_process	apoptosis
GO:0072040	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	biological_process	apoptosis
GO:0072304	regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	biological_process	apoptosis
GO:0033030	negative regulation of neutrophil apoptotic process	biological_process	apoptosis
GO:0043065	positive regulation of apoptotic process	biological_process	apoptosis
